run_id,amendment_id,amendment_text,primary_spec_hash_status,primary_spec_hash_actual,primary_spec_hash_expected,h_star_reporting_cap,convention_note,parameter_set_id,dataset_version,created_at_utc
official_4c_hstar_extension_baseline_official_v3,Q0_h_star_post_baseline_extension,extension post-baseline anadida tras resultados; estadistica DERIVADA de cantidades pre-registradas; no introduce parametros ni altera ningun resultado pre-registrado; PRIMARY_SPEC_HASH intacto,PASS,0080d502a50db430998b56ebc6419ee181c90a1331cd2b650bb25db298523f81,0080d502a50db430998b56ebc6419ee181c90a1331cd2b650bb25db298523f81,25,"H* extiende la persistencia congelada del escenario de H=10 a H variable; es un REQUERIMIENTO condicional (anos de persistencia necesarios), no un pronostico de calendario.",baseline-official-v3,v1.1.0-official-4c,2026-07-09T18:43:43.900708+00:00
