country_id,policy_variant_id,scenario_id,regime_id,v_gross,crosses_v1,cell_result_class
COL,GMI:GMI_ideal_aggregate,stress,r1,0.1487583506091578,False,not_feasible
COL,GMI:GMI_loaded_aggregate,stress,r1,0.0991722337394385,False,not_feasible
COL,MUT,stress,r1,0.1452844546025816,False,not_feasible
COL,PBI,stress,r1,0.0966504906986312,False,not_feasible
COL,UBI,stress,r1,0.0386013651388497,False,not_feasible
COL,PEN,stress,r2,0.7404766533060511,False,not_feasible
COL,GMI:GMI_ideal_aggregate,stress,r2,0.1615241366261638,False,not_feasible
COL,GMI:GMI_loaded_aggregate,stress,r2,0.1076827577507759,False,not_feasible
COL,MUT,stress,r2,0.1533166871644818,False,not_feasible
COL,PBI,stress,r2,0.101779275927683,False,not_feasible
COL,UBI,stress,r2,0.0406094232793248,False,not_feasible
COL,PEN,stress,r3,0.6694699400129085,False,not_feasible
COL,GMI:GMI_ideal_aggregate,stress,r3,0.1394889015864197,False,not_feasible
COL,GMI:GMI_loaded_aggregate,stress,r3,0.0929926010576132,False,not_feasible
COL,MUT,stress,r3,0.1398819883357919,False,not_feasible
COL,PBI,stress,r3,0.0932331704721861,False,not_feasible
COL,UBI,stress,r3,0.037269713471784,False,not_feasible
COL,PEN,stress,r4,0.90729054746623,False,not_feasible
COL,GMI:GMI_ideal_aggregate,stress,r4,0.212934213508127,False,not_feasible
COL,GMI:GMI_loaded_aggregate,stress,r4,0.1419561423387513,False,not_feasible
COL,MUT,stress,r4,0.184947455774751,False,not_feasible
COL,PBI,stress,r4,0.1219225076213106,False,not_feasible
COL,UBI,stress,r4,0.0484855072658394,False,not_feasible
MEX,PEN,low,r0,-0.0833624570251337,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,low,r0,-0.3196776473367327,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,low,r0,-0.2131184315578218,False,not_feasible
MEX,MUT,low,r0,-0.0189304474759186,False,not_feasible
MEX,PBI,low,r0,-0.0077180236196651,False,not_feasible
MEX,UBI,low,r0,-0.0019573017112317,False,not_feasible
MEX,PEN,low,r1,-0.0816071237923369,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,low,r1,-0.3143339357195579,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,low,r1,-0.2095559571463719,False,not_feasible
MEX,MUT,low,r1,-0.0184225336712295,False,not_feasible
MEX,PBI,low,r1,-0.0074457562854212,False,not_feasible
MEX,UBI,low,r1,-0.0018682678057642,False,not_feasible
MEX,PEN,low,r2,-0.0804773742617842,False,not_feasible
MEX,GMI:GMI_ideal_aggregate,low,r2,-0.3125482085842074,False,not_feasible
MEX,GMI:GMI_loaded_aggregate,low,r2,-0.2083654723894716,False,not_feasible
