run_id,run_type,country_id,policy_variant_id,scenario_id,regime_id,channel,channel_contribution_mfc,channel_share_mfc,v_baseline_recomputed,v_without_channel,delta_v,crossing_survives_without_channel,parameter_set_id,dataset_version,diagnostic_block,policy_id,gmi_version,informality_observed,q_bar_baseline,q_bar_no_informality,delta_q_bar,q_prod_baseline,q_prod_no_informality,delta_q_prod,v_no_informality_adoption,baseline_crosses_v1,variant_crosses_v1,crossing_changed,asymmetry_note
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,PEN,stress,r0,,,,1.0152041145854496,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,PEN,,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,1.0152041145854496,True,True,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,PEN,stress,r1,,,,1.0883366536209245,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,PEN,,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,1.0883366536209245,True,True,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,PEN,stress,r2,,,,1.1488757198180228,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,PEN,,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,1.1488757198180228,True,True,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,PEN,stress,r3,,,,1.0460769728192068,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,PEN,,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,1.0460769728192068,True,True,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,PEN,stress,r4,,,,1.402956888234968,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,PEN,,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,1.402956888234968,True,True,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,low,r0,,,,-0.12060164834825654,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.12060164834825654,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,low,r1,,,,-0.1182615816403593,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.1182615816403593,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,low,r2,,,,-0.11777906771752111,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.11777906771752111,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,low,r3,,,,-0.12030933408572968,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.12030933408572968,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,low,r4,,,,-0.11502650885798917,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.11502650885798917,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,mid,r0,,,,-0.052592174398833395,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.052592174398833395,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,mid,r1,,,,-0.04670467402823946,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.04670467402823946,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,mid,r2,,,,-0.04312418251939927,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.04312418251939927,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,mid,r3,,,,-0.053631756558874005,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.053631756558874005,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,mid,r4,,,,-0.03207827070081667,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.03207827070081667,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,high,r0,,,,-0.06251787950430446,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.06251787950430446,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,high,r1,,,,-0.05715968912113467,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.05715968912113467,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,high,r2,,,,-0.05403241112471567,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.05403241112471567,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
official_4c_phase_b_closure_baseline_official_v3,diagnostic,PER,GMI:GMI_ideal_aggregate,high,r3,,,,-0.06210711898949164,,0.0,,baseline-official-v3,v1.0.1-official-4c,informality_adoption_ablation,GMI,GMI_ideal_aggregate,0.6746800000000001,0.5301193837172034,0.8674593837172033,0.33734,0.1106241740078193,0.1106241740078193,0.0,-0.06210711898949164,False,False,False,Informality is removed only from adoption q_bar and logit; fiscal-side informality is embedded in observed effective tax rates and is not separately ablated.
