run_id,country_id,policy_id,scenario_id,regime_id,endpoint_year,phi_y_nominal,translation_factor,g_ai_level,mfc_gross,mfc_tilde_gross,fs_gross,fs_eff,cost_gross_gdp,cost_net_gdp,v_gross,v_net,xi,crosses_v1,crosses_buffer,debt_guardrail_pass,historical_plausibility_class,cell_result_class,country_policy_result_class
pilot_per_tierA_baseline_pilot_v3,PER,PEN,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007878366105098554,0.005573845262039806,0.005573845262039806,-0.14134526049285023,-0.14134526049285023,0.0,False,False,False,fiscally_ordinary,not_feasible,fragile_feasibility
pilot_per_tierA_baseline_pilot_v3,PER,PEN,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007878366105098554,0.005573845262039806,0.005573845262039806,-0.14134526049285023,-0.14134526049285023,0.05,False,False,False,fiscally_ordinary,not_feasible,fragile_feasibility
pilot_per_tierA_baseline_pilot_v3,PER,PEN,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007878366105098554,0.005573845262039806,0.005573845262039806,-0.14134526049285023,-0.14134526049285023,0.1,False,False,False,fiscally_ordinary,not_feasible,fragile_feasibility
pilot_per_tierA_baseline_pilot_v3,PER,PEN,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007878366105098554,0.005573845262039806,0.005573845262039806,-0.14134526049285023,-0.14134526049285023,0.25,False,False,False,fiscally_ordinary,not_feasible,fragile_feasibility
pilot_per_tierA_baseline_pilot_v3,PER,PEN,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007878366105098554,0.005573845262039806,0.005573845262039806,-0.14134526049285023,-0.14134526049285023,0.5,False,False,False,fiscally_ordinary,not_feasible,fragile_feasibility
pilot_per_tierA_baseline_pilot_v3,PER,GMI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.003416808667208312,0.04180812064947627,0.04180812064947627,-0.08172595692246488,-0.08172595692246488,0.0,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,GMI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.003416808667208312,0.04180812064947627,0.04180812064947627,-0.08172595692246488,-0.08172595692246488,0.05,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,GMI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.003416808667208312,0.04180812064947627,0.04180812064947627,-0.08172595692246488,-0.08172595692246488,0.1,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,GMI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.003416808667208312,0.04180812064947627,0.04180812064947627,-0.08172595692246488,-0.08172595692246488,0.25,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,GMI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.003416808667208312,0.04180812064947627,0.04180812064947627,-0.08172595692246488,-0.08172595692246488,0.5,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,MUT,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007210533592783283,0.053394790101502256,0.053394790101502256,-0.013504189414503223,-0.013504189414503223,0.0,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,MUT,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007210533592783283,0.053394790101502256,0.053394790101502256,-0.013504189414503223,-0.013504189414503223,0.05,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,MUT,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007210533592783283,0.053394790101502256,0.053394790101502256,-0.013504189414503223,-0.013504189414503223,0.1,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,MUT,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007210533592783283,0.053394790101502256,0.053394790101502256,-0.013504189414503223,-0.013504189414503223,0.25,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,MUT,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007210533592783283,0.053394790101502256,0.053394790101502256,-0.013504189414503223,-0.013504189414503223,0.5,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,PBI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0006210533592783283,0.0796945147314945,0.0796945147314945,-0.007792924787493487,-0.007792924787493487,0.0,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,PBI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0006210533592783283,0.0796945147314945,0.0796945147314945,-0.007792924787493487,-0.007792924787493487,0.05,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,PBI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0006210533592783283,0.0796945147314945,0.0796945147314945,-0.007792924787493487,-0.007792924787493487,0.1,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,PBI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0006210533592783283,0.0796945147314945,0.0796945147314945,-0.007792924787493487,-0.007792924787493487,0.25,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,PBI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0006210533592783283,0.0796945147314945,0.0796945147314945,-0.007792924787493487,-0.007792924787493487,0.5,False,False,False,fiscally_ordinary,not_feasible,not_feasible
pilot_per_tierA_baseline_pilot_v3,PER,UBI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007533144430221704,0.21357916040600902,0.21357916040600902,-0.0035270971268457894,-0.0035270971268457894,0.0,False,False,False,fiscally_ordinary,not_feasible,stress_benchmark_only
pilot_per_tierA_baseline_pilot_v3,PER,UBI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007533144430221704,0.21357916040600902,0.21357916040600902,-0.0035270971268457894,-0.0035270971268457894,0.05,False,False,False,fiscally_ordinary,not_feasible,stress_benchmark_only
pilot_per_tierA_baseline_pilot_v3,PER,UBI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007533144430221704,0.21357916040600902,0.21357916040600902,-0.0035270971268457894,-0.0035270971268457894,0.1,False,False,False,fiscally_ordinary,not_feasible,stress_benchmark_only
pilot_per_tierA_baseline_pilot_v3,PER,UBI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007533144430221704,0.21357916040600902,0.21357916040600902,-0.0035270971268457894,-0.0035270971268457894,0.25,False,False,False,fiscally_ordinary,not_feasible,stress_benchmark_only
pilot_per_tierA_baseline_pilot_v3,PER,UBI,low,r0,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10172149735671993,0.10172149735671993,0.00024025205944088352,-0.0007533144430221704,0.21357916040600902,0.21357916040600902,-0.0035270971268457894,-0.0035270971268457894,0.5,False,False,False,fiscally_ordinary,not_feasible,stress_benchmark_only
pilot_per_tierA_baseline_pilot_v3,PER,PEN,low,r1,2034,0.0004999999999999449,0.4718709379579163,0.0023618612160059005,0.10707602352958367,0.10707602352958367,0.0002528987071386589,-0.00075518996281208,0.005573845262039806,0.005573845262039806,-0.1354881463888559,-0.1354881463888559,0.0,False,False,False,fiscally_ordinary,not_feasible,fragile_feasibility
