run_id,country_id,scenario_id,regime_id,mfc_gross,total_revenue_class,total_revenue_borderline,tax_class,tax_borderline
pilot_per_tierA_baseline_pilot_v2,PER,low,r0,0.1644724554277886,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,low,r1,0.17165227141504136,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,low,r2,0.1783443385988055,fiscally_ordinary,False,fiscally_ordinary,True
pilot_per_tierA_baseline_pilot_v2,PER,low,r3,0.15675543547587395,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,low,r4,0.19144741370875945,fiscally_ordinary,False,fiscally_ordinary,True
pilot_per_tierA_baseline_pilot_v2,PER,mid,r0,0.10146780910509298,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,mid,r1,0.10700199829164314,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,mid,r2,0.11190644538215033,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,mid,r3,0.09914074771906965,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,mid,r4,0.12402663075016121,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,high,r0,0.10038977082117742,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,high,r1,0.10582793930590058,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,high,r2,0.11066494612045896,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,high,r3,0.09953368085744091,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,high,r4,0.1249507670366806,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,stress,r0,0.09088778624568578,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,stress,r1,0.09599612447728775,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,stress,r2,0.10051919473874332,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,stress,r3,0.09250335475439772,fiscally_ordinary,False,fiscally_ordinary,False
pilot_per_tierA_baseline_pilot_v2,PER,stress,r4,0.11728250245505063,fiscally_ordinary,False,fiscally_ordinary,False
