run_id,extension_id,country_id,policy_id,policy_variant_id,scenario_id,regime_id,baseline_gmi_version,v_baseline,cost_gross_gdp_baseline,crosses_v1_baseline,crosses_v1_10_baseline,debt_guardrail_pass_baseline,baseline_cell_result_class,baseline_country_policy_result_class,historical_tax_class_baseline,historical_tax_borderline_baseline,historical_total_revenue_class_baseline,historical_total_revenue_borderline_baseline,policy_rank_baseline,primary_five_policy_rank_baseline,v_micro,cost_gross_gdp_micro,crosses_v1_micro,crosses_v1_10_micro,debt_guardrail_pass_micro,micro_cell_result_class,micro_country_policy_result_class,historical_tax_class_micro,historical_tax_borderline_micro,historical_total_revenue_class_micro,historical_total_revenue_borderline_micro,policy_rank_micro,primary_five_policy_rank_micro,micro_gmi_version,delta_v,class_changed_flag,country_policy_class_changed_flag,policy_rank_changed_flag,primary_five_policy_rank_changed_flag,crosses_v1_changed_flag,crosses_v1_10_changed_flag,debt_guardrail_changed_flag,run_type,extension_type,parameter_set_id,baseline_parameter_set_id,baseline_dataset_version,extension_input_snapshot_id
official_4c_gmimicro_chl_robustness_extension_baseline_official_v3,GMI_MICRODATA_STRONG_CHL_EXTENSION_2026_07_10,CHL,GMI,GMI:GMI_ideal_aggregate,mid,r0,GMI_ideal_aggregate,-0.6119963968804701,0.0014636228592727,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,-0.6096393555973908,0.0014692816466697386,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,GMI_ideal_microdata_primary_total_corrected_income,0.002357041283079342,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-chl-v1,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-chl-v1
official_4c_gmimicro_chl_robustness_extension_baseline_official_v3,GMI_MICRODATA_STRONG_CHL_EXTENSION_2026_07_10,CHL,GMI,GMI:GMI_loaded_aggregate,mid,r0,GMI_loaded_aggregate,-0.4079975979203134,0.0021954342889091,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,5,,-0.40642623706492714,0.0022039224700046082,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,5,,GMI_loaded_microdata_primary_total_corrected_income,0.0015713608553862835,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-chl-v1,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-chl-v1
official_4c_gmimicro_chl_robustness_extension_baseline_official_v3,GMI_MICRODATA_STRONG_CHL_EXTENSION_2026_07_10,CHL,GMI,GMI:GMI_ideal_aggregate,mid,r1,GMI_ideal_aggregate,-0.4880241400695869,0.0014636228592727,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,-0.48614456520420096,0.0014692816466697386,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,GMI_ideal_microdata_primary_total_corrected_income,0.0018795748653859246,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-chl-v1,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-chl-v1
official_4c_gmimicro_chl_robustness_extension_baseline_official_v3,GMI_MICRODATA_STRONG_CHL_EXTENSION_2026_07_10,CHL,GMI,GMI:GMI_loaded_aggregate,mid,r1,GMI_loaded_aggregate,-0.3253494267130579,0.0021954342889091,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,5,,-0.32409637680280057,0.0022039224700046082,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,5,,GMI_loaded_microdata_primary_total_corrected_income,0.00125304991025732,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-chl-v1,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-chl-v1
official_4c_gmimicro_chl_robustness_extension_baseline_official_v3,GMI_MICRODATA_STRONG_CHL_EXTENSION_2026_07_10,CHL,GMI,GMI:GMI_ideal_aggregate,mid,r2,GMI_ideal_aggregate,-0.3970568092537489,0.0014636228592727,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,-0.3955275857225169,0.0014692816466697386,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,GMI_ideal_microdata_primary_total_corrected_income,0.0015292235312320268,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-chl-v1,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-chl-v1
official_4c_gmimicro_chl_robustness_extension_baseline_official_v3,GMI_MICRODATA_STRONG_CHL_EXTENSION_2026_07_10,CHL,GMI,GMI:GMI_loaded_aggregate,mid,r2,GMI_loaded_aggregate,-0.2647045395024993,0.0021954342889091,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,5,,-0.26368505714834456,0.0022039224700046082,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,5,,GMI_loaded_microdata_primary_total_corrected_income,0.0010194823541547215,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-chl-v1,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-chl-v1
official_4c_gmimicro_chl_robustness_extension_baseline_official_v3,GMI_MICRODATA_STRONG_CHL_EXTENSION_2026_07_10,CHL,GMI,GMI:GMI_ideal_aggregate,mid,r3,GMI_ideal_aggregate,-0.6486323704215634,0.0014636228592727,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,-0.6461342294481554,0.0014692816466697386,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,GMI_ideal_microdata_primary_total_corrected_income,0.0024981409734080584,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-chl-v1,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-chl-v1
official_4c_gmimicro_chl_robustness_extension_baseline_official_v3,GMI_MICRODATA_STRONG_CHL_EXTENSION_2026_07_10,CHL,GMI,GMI:GMI_loaded_aggregate,mid,r3,GMI_loaded_aggregate,-0.4324215802810423,0.0021954342889091,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,5,,-0.43075615296543684,0.0022039224700046082,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,5,,GMI_loaded_microdata_primary_total_corrected_income,0.0016654273156054278,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-chl-v1,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-chl-v1
official_4c_gmimicro_chl_robustness_extension_baseline_official_v3,GMI_MICRODATA_STRONG_CHL_EXTENSION_2026_07_10,CHL,GMI,GMI:GMI_ideal_aggregate,mid,r4,GMI_ideal_aggregate,-0.1320957354920681,0.0014636228592727,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,-0.13158698233034924,0.0014692816466697386,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,GMI_ideal_microdata_primary_total_corrected_income,0.0005087531617188612,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-chl-v1,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-chl-v1
official_4c_gmimicro_chl_robustness_extension_baseline_official_v3,GMI_MICRODATA_STRONG_CHL_EXTENSION_2026_07_10,CHL,GMI,GMI:GMI_loaded_aggregate,mid,r4,GMI_loaded_aggregate,-0.0880638236613787,0.0021954342889091,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,5,,-0.08772465488689948,0.0022039224700046082,False,False,False,not_feasible,conditional_feasibility_probabilistic_leg_not_evaluated,fiscally_ordinary,False,fiscally_ordinary,False,5,,GMI_loaded_microdata_primary_total_corrected_income,0.00033916877447921767,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-chl-v1,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-chl-v1
