run_id,mc_mode,country_id,policy_variant_id,scenario_id,regime_id,mc_n_draws,prob_v_ge_1_10,valid_support_share,valid_support_share_above_threshold,delta_from_previous,convergence_tolerance,support_share_threshold,converged_flag,parameter_set_id,dataset_version
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,mid,r0,5000,0.0,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,mid,r0,10000,0.0,1.0,True,0.0,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,mid,r0,25000,0.0,1.0,True,0.0,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,mid,r0,50000,0.0,1.0,True,0.0,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r0,5000,0.9884,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r0,10000,0.9894,1.0,True,0.0010000000000000009,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r0,25000,0.9884,1.0,True,0.0010000000000000009,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r0,50000,0.9887,1.0,True,0.000300000000000078,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r1,5000,0.9948,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r1,10000,0.9946,1.0,True,0.00019999999999997797,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r1,25000,0.99488,1.0,True,0.00027999999999994696,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r1,50000,0.99492,1.0,True,4.0000000000040004e-05,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r2,5000,0.9968,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r2,10000,0.9973,1.0,True,0.0004999999999999449,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r2,25000,0.99748,1.0,True,0.000180000000000069,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r2,50000,0.99782,1.0,True,0.00034000000000000696,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r3,5000,0.9922,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r3,10000,0.9933,1.0,True,0.0010999999999999899,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r3,25000,0.99364,1.0,True,0.00034000000000000696,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r3,50000,0.99392,1.0,True,0.000280000000000058,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r4,5000,1.0,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r4,10000,1.0,1.0,True,0.0,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r4,25000,1.0,1.0,True,0.0,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,CHL,GMI:GMI_ideal_aggregate,stress,r4,50000,0.99994,1.0,True,5.999999999994898e-05,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,mid,r0,5000,0.0,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
