run_id,mc_mode,country_id,policy_variant_id,scenario_id,regime_id,mc_n_draws,prob_v_ge_1_10,valid_support_share,valid_support_share_above_threshold,delta_from_previous,convergence_tolerance,support_share_threshold,converged_flag,parameter_set_id,dataset_version
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,mid,r0,10000,0.0,1.0,True,0.0,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,mid,r0,25000,0.0,1.0,True,0.0,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,mid,r0,50000,0.0,1.0,True,0.0,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r0,5000,0.2762,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r0,10000,0.2859,1.0,True,0.009699999999999986,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r0,25000,0.2852,1.0,True,0.0006999999999999784,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r0,50000,0.28492,1.0,True,0.00028000000000000247,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r1,5000,0.3786,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r1,10000,0.3805,1.0,True,0.0019000000000000128,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r1,25000,0.37964,1.0,True,0.0008600000000000274,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r1,50000,0.38098,1.0,True,0.0013400000000000079,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r2,5000,0.4762,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r2,10000,0.4769,1.0,True,0.0006999999999999784,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r2,25000,0.4726,1.0,True,0.0042999999999999705,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r2,50000,0.4707,1.0,True,0.0019000000000000128,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r3,5000,0.3542,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r3,10000,0.3515,1.0,True,0.0027000000000000357,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r3,25000,0.35116,1.0,True,0.00033999999999995145,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r3,50000,0.3534,1.0,True,0.0022399999999999642,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r4,5000,0.7346,1.0,True,,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r4,10000,0.736,1.0,True,0.0013999999999999568,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r4,25000,0.74132,1.0,True,0.005319999999999991,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
official_4c_tierB_mc_baseline_official_v2,MC_independent_baseline,PER,PEN,stress,r4,50000,0.7414,1.0,True,7.999999999996898e-05,0.02,0.9,True,baseline-official-v2,v1.0.1-official-4c
