run_id,amendment_id,extension_type,amendment_text,new_input_series,input_snapshot_id,input_snapshot_manifest_sha256,baseline_parameter_set_id,robustness_parameter_set_id,primary_welfare_concept,baseline_calibration_changed,engine_changed,official_results_changed,official_classification_changed,paper_changed,primary_spec_hash_status,primary_spec_hash_actual,primary_spec_hash_declared,protected_file_hashes_before_json,protected_file_hashes_after_json,protected_files_unchanged,validation_output_sha256,cost_output_sha256,parameter_set_sha256,parameter_changes_sha256,comparison_output_sha256,comparison_rows,cell_class_changes,country_policy_class_changes,policy_rank_row_changes,primary_five_policy_rank_row_changes,crosses_v1_changes,crosses_v1_10_changes,debt_guardrail_changes,source_download_date,source_endpoint,created_at_utc,supersedes,supersession_reason,new_input_since_superseded
official_4c_gmimicro_per_robustness_extension_baseline_official_v3,GMI_MICRODATA_STRONG_PER_EXTENSION_2026_07_10,post_baseline_robustness_extension_new_input_series,Post-baseline robustness extension using newly declared ENAHO 2024 Sumaria microdata. The official PIP aggregate GMI cost remains unchanged and is used only as comparator; the microdata cost is a labelled variant.,True,robustness-gmimicro-per-v1,cddec679283ccc7dae17d3ab13da5c94354ce4ed2db3d56be755edfe4bda6eae,baseline-official-v3,robustness-gmimicro-per-v1,income,False,False,False,False,False,PASS,0080d502a50db430998b56ebc6419ee181c90a1331cd2b650bb25db298523f81,0080d502a50db430998b56ebc6419ee181c90a1331cd2b650bb25db298523f81,"{""02_ESD_AI_USP_v6.md"": ""0080d502a50db430998b56ebc6419ee181c90a1331cd2b650bb25db298523f81"", ""PRIMARY_SPEC_HASH.txt"": ""d4c16a88cad2c8d1bd48e641942a3d78878510288b0da036d4b550f706a19a05"", ""db/ai_usp_threshold.duckdb"": ""2d8cbf6a3ef171dd1736f1b85fd5c87e143957460c0bf945f53fbc50bc5047e0"", ""paper/main.tex"": ""8f89348ce692ef46c6b4f980b164dc1d43a79c781a53069376f16b1bbfba1aac"", ""reports/calibrated_parameter_registry_baseline-official-v3.csv"": ""19e4e36b7c62f664c65ddbb0ed972e706a87caba63562612694c09a3e89cdd8a"", ""reports/country_policy_classification_final_baseline-official-v3.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""reports/fiscal_space_result_baseline-official-v2.csv"": ""130716b2bfe6cb076d65946038f85ac77602863baaa4cd67ce0e2fd3c15d12d9"", ""reports/paper_tables/table2_policy_costs.csv"": ""cad37539d12e0801c1697f56362ebc1d8137ea46375b3f4efe97a3bd3a35c168"", ""reports/policy_parameter_official_4c.csv"": ""52993dec4b8f6ea1e74d3237dc46f662cb250de755281520b4427b5b144f7e48"", ""reports/value_assignment_table_baseline-official-v3.csv"": ""3fe8ee651877314cc8f20f0421e10851a510be05f44d0181805f77a413dc32fb"", ""reproducibility/reference/country_policy_classification_final.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""reproducibility/reference/fiscal_space_result.csv"": ""f0cb7f1cf58d6cb2db420beb651225d9c510db5f28a62ace0a160b4ea43de3a7"", ""results/official/country_policy_classification_final.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""results/official/fiscal_space_result.csv"": ""f0cb7f1cf58d6cb2db420beb651225d9c510db5f28a62ace0a160b4ea43de3a7""}","{""02_ESD_AI_USP_v6.md"": ""0080d502a50db430998b56ebc6419ee181c90a1331cd2b650bb25db298523f81"", ""PRIMARY_SPEC_HASH.txt"": ""d4c16a88cad2c8d1bd48e641942a3d78878510288b0da036d4b550f706a19a05"", ""db/ai_usp_threshold.duckdb"": ""2d8cbf6a3ef171dd1736f1b85fd5c87e143957460c0bf945f53fbc50bc5047e0"", ""paper/main.tex"": ""8f89348ce692ef46c6b4f980b164dc1d43a79c781a53069376f16b1bbfba1aac"", ""reports/calibrated_parameter_registry_baseline-official-v3.csv"": ""19e4e36b7c62f664c65ddbb0ed972e706a87caba63562612694c09a3e89cdd8a"", ""reports/country_policy_classification_final_baseline-official-v3.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""reports/fiscal_space_result_baseline-official-v2.csv"": ""130716b2bfe6cb076d65946038f85ac77602863baaa4cd67ce0e2fd3c15d12d9"", ""reports/paper_tables/table2_policy_costs.csv"": ""cad37539d12e0801c1697f56362ebc1d8137ea46375b3f4efe97a3bd3a35c168"", ""reports/policy_parameter_official_4c.csv"": ""52993dec4b8f6ea1e74d3237dc46f662cb250de755281520b4427b5b144f7e48"", ""reports/value_assignment_table_baseline-official-v3.csv"": ""3fe8ee651877314cc8f20f0421e10851a510be05f44d0181805f77a413dc32fb"", ""reproducibility/reference/country_policy_classification_final.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""reproducibility/reference/fiscal_space_result.csv"": ""f0cb7f1cf58d6cb2db420beb651225d9c510db5f28a62ace0a160b4ea43de3a7"", ""results/official/country_policy_classification_final.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""results/official/fiscal_space_result.csv"": ""f0cb7f1cf58d6cb2db420beb651225d9c510db5f28a62ace0a160b4ea43de3a7""}",True,b374e6f90d4ae8d6e21ed8ce95c11b2f7159444100a7d2a44078afdfa72f0cd6,ac3918439e11f9d70e1b65f382877e165480e5f8f2ec64f33826dfc2dc989486,8cac93b5b312620cbc946a6425908c5869ce9078088ae8ad80b3956225ea3d79,e4da51a470ae7b4de2948cda22f9b7e14418b5e4a6a9d17626b051180f49a394,cee7946dba72b9a228b326cf3db0aa7f31415f9c71f4f1f055159c050db6cb90,40,0,0,10,5,0,0,0,2026-07-10T19:22:40.640597+00:00,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/966-Modulo34.zip,2026-07-10T19:34:27.517878+00:00,,,
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,post_baseline_robustness_extension_new_input_series,Corrected post-baseline GMI microdata robustness extension. The primary microdata gap now uses the same constant PIP PPP 8.30 threshold z as the official aggregate GMI cost; the initial national-line calculation is retained and relabelled as a different policy variant.,True,robustness-gmimicro-per-v1,cddec679283ccc7dae17d3ab13da5c94354ce4ed2db3d56be755edfe4bda6eae,baseline-official-v3,robustness-gmimicro-per-v2,income,False,False,False,False,False,PASS,0080d502a50db430998b56ebc6419ee181c90a1331cd2b650bb25db298523f81,0080d502a50db430998b56ebc6419ee181c90a1331cd2b650bb25db298523f81,"{""02_ESD_AI_USP_v6.md"": ""0080d502a50db430998b56ebc6419ee181c90a1331cd2b650bb25db298523f81"", ""PRIMARY_SPEC_HASH.txt"": ""d4c16a88cad2c8d1bd48e641942a3d78878510288b0da036d4b550f706a19a05"", ""db/ai_usp_threshold.duckdb"": ""2d8cbf6a3ef171dd1736f1b85fd5c87e143957460c0bf945f53fbc50bc5047e0"", ""paper/main.tex"": ""8f89348ce692ef46c6b4f980b164dc1d43a79c781a53069376f16b1bbfba1aac"", ""reports/calibrated_parameter_registry_baseline-official-v3.csv"": ""19e4e36b7c62f664c65ddbb0ed972e706a87caba63562612694c09a3e89cdd8a"", ""reports/country_policy_classification_final_baseline-official-v3.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""reports/fiscal_space_result_baseline-official-v2.csv"": ""130716b2bfe6cb076d65946038f85ac77602863baaa4cd67ce0e2fd3c15d12d9"", ""reports/paper_tables/table2_policy_costs.csv"": ""cad37539d12e0801c1697f56362ebc1d8137ea46375b3f4efe97a3bd3a35c168"", ""reports/policy_parameter_official_4c.csv"": ""52993dec4b8f6ea1e74d3237dc46f662cb250de755281520b4427b5b144f7e48"", ""reports/value_assignment_table_baseline-official-v3.csv"": ""3fe8ee651877314cc8f20f0421e10851a510be05f44d0181805f77a413dc32fb"", ""reproducibility/reference/country_policy_classification_final.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""reproducibility/reference/fiscal_space_result.csv"": ""f0cb7f1cf58d6cb2db420beb651225d9c510db5f28a62ace0a160b4ea43de3a7"", ""results/official/country_policy_classification_final.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""results/official/fiscal_space_result.csv"": ""f0cb7f1cf58d6cb2db420beb651225d9c510db5f28a62ace0a160b4ea43de3a7""}","{""02_ESD_AI_USP_v6.md"": ""0080d502a50db430998b56ebc6419ee181c90a1331cd2b650bb25db298523f81"", ""PRIMARY_SPEC_HASH.txt"": ""d4c16a88cad2c8d1bd48e641942a3d78878510288b0da036d4b550f706a19a05"", ""db/ai_usp_threshold.duckdb"": ""2d8cbf6a3ef171dd1736f1b85fd5c87e143957460c0bf945f53fbc50bc5047e0"", ""paper/main.tex"": ""8f89348ce692ef46c6b4f980b164dc1d43a79c781a53069376f16b1bbfba1aac"", ""reports/calibrated_parameter_registry_baseline-official-v3.csv"": ""19e4e36b7c62f664c65ddbb0ed972e706a87caba63562612694c09a3e89cdd8a"", ""reports/country_policy_classification_final_baseline-official-v3.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""reports/fiscal_space_result_baseline-official-v2.csv"": ""130716b2bfe6cb076d65946038f85ac77602863baaa4cd67ce0e2fd3c15d12d9"", ""reports/paper_tables/table2_policy_costs.csv"": ""cad37539d12e0801c1697f56362ebc1d8137ea46375b3f4efe97a3bd3a35c168"", ""reports/policy_parameter_official_4c.csv"": ""52993dec4b8f6ea1e74d3237dc46f662cb250de755281520b4427b5b144f7e48"", ""reports/value_assignment_table_baseline-official-v3.csv"": ""3fe8ee651877314cc8f20f0421e10851a510be05f44d0181805f77a413dc32fb"", ""reproducibility/reference/country_policy_classification_final.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""reproducibility/reference/fiscal_space_result.csv"": ""f0cb7f1cf58d6cb2db420beb651225d9c510db5f28a62ace0a160b4ea43de3a7"", ""results/official/country_policy_classification_final.csv"": ""688064adb6e4cb9c8cb031bddce6133859bbcc9bf4c42e46d7489dc772396e0d"", ""results/official/fiscal_space_result.csv"": ""f0cb7f1cf58d6cb2db420beb651225d9c510db5f28a62ace0a160b4ea43de3a7""}",True,9daf07fa6b2c44d0832376890be594c98692c03a3d70a6f4d9e5469b507eb5cd,42be0996ff7b3067b45a4f7ebad3592a9990abed06bc2668eaff06d41ee237f4,efe4247c261023da3dcce9947f78f6826afa2ae9056582890fbe62f4b008b508,b5cf60b9b91def636b22a669301ee5ac85f4a5071581ec601560537c55ba2322,6c3fd1bb6dd91758542623d566529eb4a3f0ef6dcc5b993c795fec8af775e4d0,40,0,0,0,0,0,0,0,2026-07-10T19:22:40.640597+00:00,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/966-Modulo34.zip,2026-07-10T19:50:17.727983+00:00,GMI_MICRODATA_STRONG_PER_EXTENSION_2026_07_10,initial computation used the national line; superseded because the official GMI cost is defined at the PIP PPP 8.30 line; z must match for a like-for-like comparison,False
