parameter_set_id,country_id,policy_id,micro_gmi_version,baseline_gmi_version,welfare_concept,welfare_variable,income_period_source,annualization_factor,primary_variant,policy_variant_z,poverty_line_variable,poverty_line_value,poverty_line_value_unit,poverty_line_type,poverty_line_min,poverty_line_max,survey_year,carried_forward_to_2024,chi_gmi,theta_target,expanded_population_casen,population_official_wpp,population_difference,fgt0_micro,fgt1_micro,pip_harmonized_headcount,pip_harmonized_gap,aggregate_gap_lcu_annual,cost_micro_lcu,cost_micro_gdp,cost_official_aggregate_lcu,cost_official_aggregate_gdp,difference_lcu,difference_gdp,difference_percent_vs_official,gdp_nominal_lcu_2024,source_id,concept_note,robustness_flag
robustness-gmimicro-chl-v1,CHL,GMI,GMI_ideal_microdata_primary_total_corrected_income,GMI_ideal_aggregate,primary_total_corrected_income,ytotcorh/numper,monthly,12.0,True,pip_ppp_8_30_line,PIP_PPP_8_30_constant_lcu_annual,1825919.8813448949,CLP_per_person_or_adult_equivalent_per_year,constant,1825919.8813448949,1825919.8813448949,2024,False,1.0,1.0,20119214.0,19764774.000000004,354439.9999999963,0.0459038807380845,0.012425882933126381,0.0451,0.0126,456478140528.07764,456478140528.07764,0.0014692816466697386,454720061840.79724,0.0014636228592727473,1758078687.2803955,5.658787396991324e-06,0.3866287931443724,310681169646900.0,MDSF_CASEN_2024;PIP;WDI,Raw ytotcorh includes imputed rent and is the closest unharmonized CASEN total-income analogue to PIP/CEDLAS income.,True
robustness-gmimicro-chl-v1,CHL,GMI,GMI_loaded_microdata_primary_total_corrected_income,GMI_loaded_aggregate,primary_total_corrected_income,ytotcorh/numper,monthly,12.0,True,pip_ppp_8_30_line,PIP_PPP_8_30_constant_lcu_annual,1825919.8813448949,CLP_per_person_or_adult_equivalent_per_year,constant,1825919.8813448949,1825919.8813448949,2024,False,1.0,1.5000000000000002,20119214.0,19764774.000000004,354439.9999999963,0.0459038807380845,0.012425882933126381,0.0451,0.0126,456478140528.07764,684717210792.1166,0.0022039224700046082,682080092761.1959,0.002195434288909121,2637118030.9206543,8.488181095487202e-06,0.3866287931443724,310681169646900.0,MDSF_CASEN_2024;PIP;WDI,Raw ytotcorh includes imputed rent and is the closest unharmonized CASEN total-income analogue to PIP/CEDLAS income.,True
robustness-gmimicro-chl-v1,CHL,GMI,GMI_ideal_microdata_monetary_income_sensitivity,GMI_ideal_aggregate,monetary_income_sensitivity,ymonecorh/numper,monthly,12.0,False,pip_ppp_8_30_line,PIP_PPP_8_30_constant_lcu_annual,1825919.8813448949,CLP_per_person_or_adult_equivalent_per_year,constant,1825919.8813448949,1825919.8813448949,2024,False,1.0,1.0,20119214.0,19764774.000000004,354439.9999999963,0.11620478811945635,0.03733563469644227,0.0451,0.0126,1371564595722.4158,1371564595722.4158,0.0044147014036326915,454720061840.79724,0.0014636228592727473,916844533881.6185,0.0029510785443599445,201.62834473808994,310681169646900.0,MDSF_CASEN_2024;PIP;WDI,Monetary-income sensitivity excludes imputed rent.,True
robustness-gmimicro-chl-v1,CHL,GMI,GMI_loaded_microdata_monetary_income_sensitivity,GMI_loaded_aggregate,monetary_income_sensitivity,ymonecorh/numper,monthly,12.0,False,pip_ppp_8_30_line,PIP_PPP_8_30_constant_lcu_annual,1825919.8813448949,CLP_per_person_or_adult_equivalent_per_year,constant,1825919.8813448949,1825919.8813448949,2024,False,1.0,1.5000000000000002,20119214.0,19764774.000000004,354439.9999999963,0.11620478811945635,0.03733563469644227,0.0451,0.0126,1371564595722.4158,2057346893583.624,0.006622052105449038,682080092761.1959,0.002195434288909121,1375266800822.4282,0.004426617816539917,201.62834473809,310681169646900.0,MDSF_CASEN_2024;PIP;WDI,Monetary-income sensitivity excludes imputed rent.,True
robustness-gmimicro-chl-v1,CHL,GMI,GMI_ideal_microdata_national_methodology_reference,GMI_ideal_aggregate,national_methodology_reference,yae,monthly,12.0,False,national_methodology,lp,3217873.823350753,CLP_per_person_or_adult_equivalent_per_year,dual_renter_nonrenter_adult_equivalent,2845128.0,4228308.0,2024,False,1.0,1.0,20119214.0,19764774.000000004,354439.9999999963,0.172887668474524,0.0541874918475942,0.0451,0.0126,2624224357748.8193,2624224357748.8193,0.008446679793086082,454720061840.79724,0.0014636228592727473,2169504295908.022,0.0069830569338133345,477.1076708437796,310681169646900.0,MDSF_CASEN_2024;PIP;WDI,Different policy threshold z and equivalence scale; not comparable with official PIP GMI cost.,True
robustness-gmimicro-chl-v1,CHL,GMI,GMI_loaded_microdata_national_methodology_reference,GMI_loaded_aggregate,national_methodology_reference,yae,monthly,12.0,False,national_methodology,lp,3217873.823350753,CLP_per_person_or_adult_equivalent_per_year,dual_renter_nonrenter_adult_equivalent,2845128.0,4228308.0,2024,False,1.0,1.5000000000000002,20119214.0,19764774.000000004,354439.9999999963,0.172887668474524,0.0541874918475942,0.0451,0.0126,2624224357748.8193,3936336536623.2295,0.012670019689629126,682080092761.1959,0.002195434288909121,3254256443862.0337,0.010474585400720004,477.1076708437796,310681169646900.0,MDSF_CASEN_2024;PIP;WDI,Different policy threshold z and equivalence scale; not comparable with official PIP GMI cost.,True
