run_id,country_id,scenario_id,regime_id,mfc_gross,tax_class,tax_borderline,total_revenue_class,total_revenue_borderline,parameter_set_id,dataset_version
official_4c_tierA_baseline_official_v2,CHL,stress,r3,0.08421573052567383,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,CHL,stress,r4,0.10662274171567301,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,low,r0,0.09761678731945118,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,low,r1,0.10333781573118621,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,low,r2,0.10802144331010254,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,low,r3,0.09429313411331199,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,low,r4,0.11738192155576632,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,mid,r0,0.0891126224653829,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,mid,r1,0.09421795791366475,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,mid,r2,0.09862873845480646,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,mid,r3,0.08745695904959112,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,mid,r4,0.10978211355388377,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,high,r0,0.08592436418453177,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,high,r1,0.09091671172650054,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,high,r2,0.09518704888008886,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,high,r3,0.08590129992281452,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,high,r4,0.10836604806868028,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,stress,r0,0.08115016384546946,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
official_4c_tierA_baseline_official_v2,COL,stress,r1,0.08594238482456348,fiscally_ordinary,False,fiscally_ordinary,False,baseline-official-v2,v1.0.1-official-4c
