scenario_id,regime_id,n_cells,crosses_v1,crosses_buffer,debt_guardrail_pass
high,r0,5,0,0,0
high,r1,5,0,0,0
high,r2,5,0,0,0
high,r3,5,0,0,0
high,r4,5,0,0,0
low,r0,5,0,0,0
low,r1,5,0,0,0
low,r2,5,0,0,0
low,r3,5,0,0,0
low,r4,5,0,0,0
mid,r0,5,0,0,0
mid,r1,5,0,0,0
mid,r2,5,0,0,0
mid,r3,5,0,0,0
mid,r4,5,0,0,0
stress,r0,5,0,0,0
stress,r1,5,0,0,0
stress,r2,5,0,0,0
stress,r3,5,0,0,0
stress,r4,5,1,1,0
